ensg1	ensg2	score	interaction_type	data_source
ENSG00000089041	ENSG00000094796	0.49	PPI	IAH
ENSG00000094796	ENSG00000138101	0.56	PPI	IAH
ENSG00000094796	ENSG00000198466	0.49	PPI	IAH
ENSG00000094796	ENSG00000176473	0.56	PPI	IAH
ENSG00000094796	ENSG00000188878	0.56	PPI	IAH
ENSG00000094796	ENSG00000170469	0.56	PPI	IAH
ENSG00000094796	ENSG00000161981	0.56	PPI	IAH
ENSG00000094796	ENSG00000148082	0.7	PPI	IAH
ENSG00000094796	ENSG00000163202	0.49	PPI	IAH
ENSG00000066117	ENSG00000094796	0.49	PPI	IAH
ENSG00000094796	ENSG00000119986	0.49	PPI	IAH
ENSG00000094796	ENSG00000117155	0.56	PPI	IAH
ENSG00000094796	ENSG00000162482	0.49	PPI	IAH
ENSG00000023892	ENSG00000094796	0.49	PPI	IAH
ENSG00000094796	ENSG00000173480	0.49	PPI	IAH
ENSG00000094796	ENSG00000176896	0.49	PPI	IAH
ENSG00000094796	ENSG00000134369	0.49	PPI	IAH
ENSG00000094796	ENSG00000267796	0.56	PPI	IAH
ENSG00000094796	ENSG00000100227	0.49	PPI	IAH
ENSG00000094796	ENSG00000133169	0.49	PPI	IAH
ENSG00000094796	ENSG00000181541	0.49	PPI	IAH
ENSG00000094796	ENSG00000172482	0.49	PPI	IAH
ENSG00000094796	ENSG00000130656	0.49	PPI	IAH
ENSG00000094796	ENSG00000140836	0.49	PPI	IAH
ENSG00000094796	ENSG00000164325	0.49	PPI	IAH
ENSG00000094796	ENSG00000146112	0.7	PPI	IAH
ENSG00000094796	ENSG00000205084	0.56	PPI	IAH
ENSG00000094796	ENSG00000243543	0.49	PPI	IAH
ENSG00000094796	ENSG00000171431	0.49	PPI	IAH
ENSG00000083838	ENSG00000094796	0.49	PPI	IAH
ENSG00000094796	ENSG00000101336	0.49	PPI	IAH
ENSG00000094796	ENSG00000165630	0.49	PPI	IAH
ENSG00000094796	ENSG00000187170	0.56	PPI	IAH
ENSG00000094796	ENSG00000120549	0.49	PPI	IAH
ENSG00000094796	ENSG00000152977	0.49	PPI	IAH
ENSG00000094796	ENSG00000116903	0.56	PPI	IAH
ENSG00000094796	ENSG00000106153	0.56	PPI	IAH
ENSG00000094796	ENSG00000204873	0.49	PPI	IAH
ENSG00000094796	ENSG00000185522	0.49	PPI	IAH
ENSG00000064218	ENSG00000094796	0.7	PPI	IAH
ENSG00000094796	ENSG00000139648	0.7	PPI	IAH
ENSG00000094796	ENSG00000163156	0.7	PPI	IAH
ENSG00000094796	ENSG00000138443	0.56	PPI	IAH
ENSG00000094796	ENSG00000135451	0.56	PPI	IAH
ENSG00000094796	ENSG00000131023	0.56	PPI	IAH
ENSG00000094796	ENSG00000147571	0.56	PPI	IAH
ENSG00000094796	ENSG00000213995	0.56	PPI	IAH
ENSG00000094796	ENSG00000114107	0.56	PPI	IAH
ENSG00000094796	ENSG00000125449	0.7	PPI	IAH
ENSG00000094796	ENSG00000170482	0.56	PPI	IAH
ENSG00000094796	ENSG00000126756	0.7	PPI	IAH
ENSG00000094796	ENSG00000159674	0.7	PPI	IAH
ENSG00000094796	ENSG00000141570	0.49	PPI	IAH
ENSG00000094796	ENSG00000134369	0.56	PPI	IAH
ENSG00000094796	ENSG00000185966	0.49	PPI	IAH
ENSG00000073584	ENSG00000094796	0.7	PPI	IAH
ENSG00000094796	ENSG00000116017	0.49	PPI	IAH
ENSG00000094796	ENSG00000146776	0.56	PPI	IAH
ENSG00000094796	ENSG00000272514	0.56	PPI	IAH
ENSG00000094796	ENSG00000132016	0.49	PPI	IAH
ENSG00000094796	ENSG00000188368	0.56	PPI	IAH
ENSG00000094796	ENSG00000136720	0.49	PPI	IAH
ENSG00000094796	ENSG00000111412	0.56	PPI	IAH
ENSG00000094796	ENSG00000105617	0.7	PPI	IAH
ENSG00000094796	ENSG00000133134	0.7	PPI	IAH
ENSG00000094796	ENSG00000169696	0.56	PPI	IAH
ENSG00000094796	ENSG00000131966	0.49	PPI	IAH
ENSG00000094796	ENSG00000121390	0.56	PPI	IAH
ENSG00000094796	ENSG00000132470	0.49	PPI	IAH
ENSG00000094796	ENSG00000128185	0.56	PPI	IAH
ENSG00000094796	ENSG00000166037	0.56	PPI	IAH
ENSG00000094796	ENSG00000152240	0.56	PPI	IAH
ENSG00000094796	ENSG00000114019	0.56	PPI	IAH
ENSG00000094796	ENSG00000171847	0.7	PPI	IAH
ENSG00000094796	ENSG00000147144	0.56	PPI	IAH
ENSG00000094796	ENSG00000168918	0.56	PPI	IAH
ENSG00000094796	ENSG00000105397	0.49	PPI	IAH
ENSG00000007047	ENSG00000094796	0.56	PPI	IAH
ENSG00000094796	ENSG00000105771	0.7	PPI	IAH
ENSG00000094796	ENSG00000156574	0.49	PPI	IAH
ENSG00000094796	ENSG00000125730	0.49	PPI	IAH
ENSG00000094796	ENSG00000160185	0.49	PPI	IAH
ENSG00000094796	ENSG00000117625	0.56	PPI	IAH
ENSG00000094796	ENSG00000128789	0.7	PPI	IAH
ENSG00000094796	ENSG00000189182	0.49	PPI	IAH
ENSG00000094796	ENSG00000169100	0.56	PPI	IAH
ENSG00000068024	ENSG00000094796	0.56	PPI	IAH
ENSG00000076604	ENSG00000094796	0.7	PPI	IAH
ENSG00000094796	ENSG00000157927	0.7	PPI	IAH
ENSG00000094796	ENSG00000196418	0.56	PPI	IAH
ENSG00000094796	ENSG00000117625	0.49	PPI	IAH
ENSG00000094796	ENSG00000130307	0.56	PPI	IAH
ENSG00000094796	ENSG00000119782	0.49	PPI	IAH
ENSG00000094796	ENSG00000139192	0.49	PPI	IAH
ENSG00000094796	ENSG00000197905	0.49	PPI	IAH
ENSG00000094796	ENSG00000156990	0.56	PPI	IAH
ENSG00000094796	ENSG00000145990	0.56	PPI	IAH
ENSG00000094796	ENSG00000163848	0.56	PPI	IAH
ENSG00000094796	ENSG00000100258	0.56	PPI	IAH
ENSG00000094796	ENSG00000113721	0.49	PPI	IAH
ENSG00000094796	ENSG00000156795	0.56	PPI	IAH
ENSG00000094796	ENSG00000126016	0.56	PPI	IAH
ENSG00000094796	ENSG00000159921	0.49	PPI	IAH
ENSG00000094796	ENSG00000187796	0.56	PPI	IAH
ENSG00000094796	ENSG00000164221	0.56	PPI	IAH
ENSG00000094796	ENSG00000204536	0.7	PPI	IAH
ENSG00000094796	ENSG00000132622	0.7	PPI	IAH
ENSG00000094796	ENSG00000154359	0.7	PPI	IAH
ENSG00000082781	ENSG00000094796	0.49	PPI	IAH
ENSG00000094796	ENSG00000170482	0.49	PPI	IAH
ENSG00000094796	ENSG00000137171	0.7	PPI	IAH
ENSG00000094796	ENSG00000197651	0.56	PPI	IAH
ENSG00000094796	ENSG00000161180	0.49	PPI	IAH
ENSG00000094796	ENSG00000125898	0.7	PPI	IAH
ENSG00000094796	ENSG00000116918	0.49	PPI	IAH
ENSG00000094796	ENSG00000124019	0.49	PPI	IAH
ENSG00000094796	ENSG00000198925	0.56	PPI	IAH
ENSG00000094796	ENSG00000162148	0.49	PPI	IAH
ENSG00000094796	ENSG00000198429	0.56	PPI	IAH
ENSG00000094796	ENSG00000155754	0.7	PPI	IAH
ENSG00000094796	ENSG00000159921	0.56	PPI	IAH
ENSG00000094796	ENSG00000132702	0.49	PPI	IAH
ENSG00000094796	ENSG00000114867	0.49	PPI	IAH
ENSG00000094796	ENSG00000183137	0.56	PPI	IAH
ENSG00000094796	ENSG00000169704	0.49	PPI	IAH
ENSG00000094796	ENSG00000158106	0.49	PPI	IAH
ENSG00000094796	ENSG00000147679	0.56	PPI	IAH
ENSG00000094796	ENSG00000179046	0.49	PPI	IAH
ENSG00000094796	ENSG00000124019	0.56	PPI	IAH
ENSG00000094796	ENSG00000185608	0.56	PPI	IAH
ENSG00000094796	ENSG00000164007	0.49	PPI	IAH
ENSG00000094796	ENSG00000158423	0.7	PPI	IAH
ENSG00000094796	ENSG00000159588	0.56	PPI	IAH
ENSG00000094796	ENSG00000134291	0.7	PPI	IAH
ENSG00000094796	ENSG00000174450	0.49	PPI	IAH
ENSG00000094796	ENSG00000198429	0.49	PPI	IAH
ENSG00000094796	ENSG00000196437	0.7	PPI	IAH
ENSG00000094796	ENSG00000180938	0.56	PPI	IAH
ENSG00000106511	ENSG00000148677	0.49	PPI	IAH
ENSG00000133740	ENSG00000134748	0.51	PPI	IAH
ENSG00000132128	ENSG00000212901	0.49	PPI	IAH
ENSG00000094796	ENSG00000132128	0.49	PPI	IAH
ENSG00000071242	ENSG00000100030	0.71	PPI	IAH
ENSG00000071242	ENSG00000102882	0.56	PPI	IAH
ENSG00000086598	ENSG00000198513	0.46	PPI	IAH
ENSG00000086598	ENSG00000284969	0.58	PPI	IAH
ENSG00000085063	ENSG00000086598	0.58	PPI	IAH
ENSG00000084463	ENSG00000169564	0.51	PPI	IAH
ENSG00000166925	ENSG00000169564	0.51	PPI	IAH
ENSG00000136231	ENSG00000169564	0.49	PPI	IAH
ENSG00000168286	ENSG00000169564	0.56	PPI	IAH
ENSG00000011304	ENSG00000169564	0.51	PPI	IAH
ENSG00000070756	ENSG00000169564	0.53	PPI	IAH
ENSG00000077312	ENSG00000169564	0.7	PPI	IAH
ENSG00000112531	ENSG00000169564	0.51	PPI	IAH
ENSG00000169564	ENSG00000174231	0.51	PPI	IAH
ENSG00000169564	ENSG00000179950	0.51	PPI	IAH
ENSG00000100320	ENSG00000169564	0.49	PPI	IAH
ENSG00000169564	ENSG00000197111	0.51	PPI	IAH
ENSG00000104964	ENSG00000169564	0.49	PPI	IAH
ENSG00000077312	ENSG00000197111	0.56	PPI	IAH
ENSG00000112081	ENSG00000197111	0.58	PPI	IAH
ENSG00000103363	ENSG00000154582	0.94	PPI	IAH
ENSG00000154582	ENSG00000159479	0.55	PPI	IAH
ENSG00000139780	ENSG00000154582	0.7	PPI	IAH
ENSG00000108094	ENSG00000154582	0.74	PPI	IAH
ENSG00000103363	ENSG00000159479	0.55	PPI	IAH
ENSG00000103363	ENSG00000204822	0.49	PPI	IAH
ENSG00000062725	ENSG00000106615	0.49	PPI	IAH
ENSG00000008735	ENSG00000154188	0.57	PPI	IAH
ENSG00000066855	ENSG00000139973	0.49	PPI	IAH
ENSG00000066855	ENSG00000184047	0.49	PPI	IAH
ENSG00000066855	ENSG00000284934	0.49	PPI	IAH
ENSG00000166851	ENSG00000189091	0.51	PPI	IAH
ENSG00000126787	ENSG00000132938	0.56	PPI	IAH
ENSG00000077312	ENSG00000169800	0.49	PPI	IAH
ENSG00000077312	ENSG00000226941	0.49	PPI	IAH
ENSG00000099622	ENSG00000169800	0.56	PPI	IAH
ENSG00000099622	ENSG00000226941	0.56	PPI	IAH
ENSG00000169800	ENSG00000226941	0.62	PPI	IAH
ENSG00000226941	ENSG00000226941	0.62	PPI	IAH
ENSG00000169800	ENSG00000181026	0.56	PPI	IAH
ENSG00000181026	ENSG00000226941	0.56	PPI	IAH
ENSG00000165119	ENSG00000169800	0.49	PPI	IAH
ENSG00000165119	ENSG00000226941	0.49	PPI	IAH
ENSG00000169800	ENSG00000169800	0.62	PPI	IAH
ENSG00000096063	ENSG00000160633	0.52	PPI	IAH
ENSG00000143368	ENSG00000155329	0.56	PPI	IAH
ENSG00000143368	ENSG00000151929	0.7	PPI	IAH
ENSG00000143368	ENSG00000165792	0.56	PPI	IAH
ENSG00000123154	ENSG00000143368	0.51	PPI	IAH
ENSG00000143368	ENSG00000175866	0.56	PPI	IAH
ENSG00000143368	ENSG00000160185	0.56	PPI	IAH
ENSG00000143368	ENSG00000174231	0.51	PPI	IAH
ENSG00000104964	ENSG00000143368	0.49	PPI	IAH
ENSG00000114354	ENSG00000143368	0.49	PPI	IAH
ENSG00000143368	ENSG00000178718	0.49	PPI	IAH
ENSG00000076604	ENSG00000143368	0.49	PPI	IAH
ENSG00000131051	ENSG00000143368	0.56	PPI	IAH
ENSG00000143368	ENSG00000198420	0.74	PPI	IAH
ENSG00000105323	ENSG00000143368	0.67	PPI	IAH
ENSG00000143368	ENSG00000173641	0.56	PPI	IAH
ENSG00000143368	ENSG00000152404	0.56	PPI	IAH
ENSG00000104897	ENSG00000175866	0.49	PPI	IAH
ENSG00000104897	ENSG00000177885	0.49	PPI	IAH
ENSG00000104897	ENSG00000125733	0.49	PPI	IAH
ENSG00000104897	ENSG00000168066	0.56	PPI	IAH
ENSG00000071051	ENSG00000104897	0.49	PPI	IAH
ENSG00000104897	ENSG00000136451	0.49	PPI	IAH
ENSG00000104897	ENSG00000114354	0.49	PPI	IAH
ENSG00000100811	ENSG00000104897	0.49	PPI	IAH
ENSG00000104897	ENSG00000189308	0.49	PPI	IAH
ENSG00000099995	ENSG00000104897	0.65	PPI	IAH
ENSG00000104897	ENSG00000177324	0.49	PPI	IAH
ENSG00000104897	ENSG00000198363	0.49	PPI	IAH
ENSG00000104897	ENSG00000109606	0.56	PPI	IAH
ENSG00000096401	ENSG00000104897	0.56	PPI	IAH
ENSG00000115685	ENSG00000175115	0.51	PPI	IAH
ENSG00000115685	ENSG00000130307	0.56	PPI	IAH
ENSG00000101220	ENSG00000115685	0.51	PPI	IAH
ENSG00000115685	ENSG00000204569	0.51	PPI	IAH
ENSG00000115685	ENSG00000143514	0.51	PPI	IAH
ENSG00000088356	ENSG00000115685	0.51	PPI	IAH
ENSG00000084463	ENSG00000115685	0.51	PPI	IAH
ENSG00000104872	ENSG00000115685	0.51	PPI	IAH
ENSG00000005175	ENSG00000115685	0.51	PPI	IAH
ENSG00000115685	ENSG00000205476	0.51	PPI	IAH
ENSG00000115685	ENSG00000243667	0.51	PPI	IAH
ENSG00000115685	ENSG00000129295	0.53	PPI	IAH
ENSG00000115685	ENSG00000204619	0.51	PPI	IAH
ENSG00000104881	ENSG00000115685	0.51	PPI	IAH
ENSG00000104812	ENSG00000115685	0.51	PPI	IAH
ENSG00000104611	ENSG00000115685	0.51	PPI	IAH
ENSG00000109684	ENSG00000115685	0.49	PPI	IAH
ENSG00000100934	ENSG00000168958	0.49	PPI	IAH
ENSG00000100934	ENSG00000107651	0.49	PPI	IAH
ENSG00000079805	ENSG00000100934	0.49	PPI	IAH
ENSG00000100934	ENSG00000176171	0.49	PPI	IAH
ENSG00000100934	ENSG00000147378	0.49	PPI	IAH
ENSG00000100934	ENSG00000187912	0.49	PPI	IAH
ENSG00000100934	ENSG00000101310	0.49	PPI	IAH
ENSG00000084463	ENSG00000100934	0.49	PPI	IAH
ENSG00000100934	ENSG00000168066	0.49	PPI	IAH
ENSG00000100934	ENSG00000150961	0.49	PPI	IAH
ENSG00000100934	ENSG00000125735	0.49	PPI	IAH
ENSG00000091073	ENSG00000100934	0.49	PPI	IAH
ENSG00000100934	ENSG00000154305	0.49	PPI	IAH
ENSG00000100934	ENSG00000169330	0.49	PPI	IAH
ENSG00000078043	ENSG00000100934	0.49	PPI	IAH
ENSG00000100934	ENSG00000107566	0.49	PPI	IAH
ENSG00000100934	ENSG00000117560	0.49	PPI	IAH
ENSG00000100934	ENSG00000136143	0.49	PPI	IAH
ENSG00000101310	ENSG00000174791	0.49	PPI	IAH
ENSG00000101310	ENSG00000105997	0.67	PPI	IAH
ENSG00000101310	ENSG00000164244	0.56	PPI	IAH
ENSG00000101310	ENSG00000181392	0.56	PPI	IAH
ENSG00000101310	ENSG00000149532	0.56	PPI	IAH
ENSG00000101310	ENSG00000147378	0.56	PPI	IAH
ENSG00000101310	ENSG00000124562	0.49	PPI	IAH
ENSG00000091073	ENSG00000101310	0.56	PPI	IAH
ENSG00000099995	ENSG00000168066	0.71	PPI	IAH
ENSG00000099995	ENSG00000183431	0.51	PPI	IAH
ENSG00000099995	ENSG00000197769	0.58	PPI	IAH
ENSG00000097007	ENSG00000107338	0.52	PPI	IAH
ENSG00000096717	ENSG00000131910	0.61	PPI	IAH
ENSG00000123473	ENSG00000156876	0.66	PPI	IAH
ENSG00000104313	ENSG00000126778	0.49	PPI	IAH
ENSG00000126778	ENSG00000196155	0.49	PPI	IAH
ENSG00000112559	ENSG00000126778	0.51	PPI	IAH
ENSG00000126778	ENSG00000187516	0.49	PPI	IAH
ENSG00000064199	ENSG00000065371	0.8	PPI	IAH
ENSG00000148290	ENSG00000183978	0.56	PPI	IAH
ENSG00000063322	ENSG00000148297	0.67	PPI	IAH
ENSG00000042429	ENSG00000148297	0.59	PPI	IAH
ENSG00000148297	ENSG00000161920	0.52	PPI	IAH
ENSG00000148297	ENSG00000156795	0.49	PPI	IAH
ENSG00000115514	ENSG00000148297	0.49	PPI	IAH
ENSG00000132938	ENSG00000197780	0.49	PPI	IAH
ENSG00000132938	ENSG00000197780	0.56	PPI	IAH
ENSG00000062725	ENSG00000064995	0.7	PPI	IAH
ENSG00000132604	ENSG00000186834	0.51	PPI	IAH
ENSG00000132604	ENSG00000197299	0.69	PPI	IAH
ENSG00000132604	ENSG00000171169	0.51	PPI	IAH
ENSG00000132604	ENSG00000166848	0.88	PPI	IAH
ENSG00000132604	ENSG00000158545	0.51	PPI	IAH
ENSG00000132604	ENSG00000167674	0.51	PPI	IAH
ENSG00000132604	ENSG00000188486	0.68	PPI	IAH
ENSG00000118655	ENSG00000132604	0.66	PPI	IAH
ENSG00000132604	ENSG00000177302	0.46	PPI	IAH
ENSG00000085840	ENSG00000132604	0.54	PPI	IAH
ENSG00000132604	ENSG00000165732	0.51	PPI	IAH
ENSG00000132604	ENSG00000196419	0.55	PPI	IAH
ENSG00000166974	ENSG00000270765	0.49	PPI	IAH
ENSG00000084764	ENSG00000166974	0.62	PPI	IAH
ENSG00000072201	ENSG00000166974	0.49	PPI	IAH
ENSG00000166974	ENSG00000166974	0.71	PPI	IAH
ENSG00000166974	ENSG00000183763	0.7	PPI	IAH
ENSG00000101367	ENSG00000166974	0.81	PPI	IAH
ENSG00000157212	ENSG00000166974	0.56	PPI	IAH
ENSG00000095713	ENSG00000166974	0.7	PPI	IAH
ENSG00000100348	ENSG00000166974	0.7	PPI	IAH
ENSG00000135951	ENSG00000171703	0.56	PPI	IAH
ENSG00000160062	ENSG00000171703	0.49	PPI	IAH
ENSG00000171703	ENSG00000236104	0.49	PPI	IAH
ENSG00000026025	ENSG00000171703	0.49	PPI	IAH
ENSG00000145901	ENSG00000171703	0.76	PPI	IAH
ENSG00000142186	ENSG00000171703	0.49	PPI	IAH
ENSG00000068394	ENSG00000171703	0.7	PPI	IAH
ENSG00000152430	ENSG00000171703	0.49	PPI	IAH
ENSG00000171703	ENSG00000204889	0.56	PPI	IAH
ENSG00000138100	ENSG00000171703	0.7	PPI	IAH
ENSG00000171703	ENSG00000213588	0.49	PPI	IAH
ENSG00000132938	ENSG00000171703	0.49	PPI	IAH
ENSG00000161202	ENSG00000171703	0.49	PPI	IAH
ENSG00000150773	ENSG00000171703	0.49	PPI	IAH
ENSG00000170903	ENSG00000171703	0.49	PPI	IAH
ENSG00000171703	ENSG00000198908	0.49	PPI	IAH
ENSG00000145088	ENSG00000171703	0.49	PPI	IAH
ENSG00000168646	ENSG00000171703	0.49	PPI	IAH
ENSG00000107816	ENSG00000171703	0.56	PPI	IAH
ENSG00000171703	ENSG00000184887	0.49	PPI	IAH
ENSG00000135406	ENSG00000171703	0.49	PPI	IAH
ENSG00000171703	ENSG00000243335	0.49	PPI	IAH
ENSG00000070882	ENSG00000171703	0.49	PPI	IAH
ENSG00000123119	ENSG00000171703	0.49	PPI	IAH
ENSG00000141013	ENSG00000171703	0.49	PPI	IAH
ENSG00000120699	ENSG00000171703	0.56	PPI	IAH
ENSG00000166886	ENSG00000171703	0.49	PPI	IAH
ENSG00000165185	ENSG00000171703	0.7	PPI	IAH
ENSG00000143382	ENSG00000171703	0.56	PPI	IAH
ENSG00000080561	ENSG00000171703	0.56	PPI	IAH
ENSG00000171703	ENSG00000175325	0.49	PPI	IAH
ENSG00000171703	ENSG00000198883	0.49	PPI	IAH
ENSG00000146063	ENSG00000171703	0.49	PPI	IAH
ENSG00000171703	ENSG00000177138	0.56	PPI	IAH
ENSG00000171703	ENSG00000177674	0.49	PPI	IAH
ENSG00000106052	ENSG00000171703	0.56	PPI	IAH
ENSG00000171703	ENSG00000173406	0.56	PPI	IAH
ENSG00000164118	ENSG00000171703	0.56	PPI	IAH
ENSG00000075413	ENSG00000171703	0.51	PPI	IAH
ENSG00000128596	ENSG00000171703	0.56	PPI	IAH
ENSG00000171703	ENSG00000176903	0.49	PPI	IAH
ENSG00000160207	ENSG00000171703	0.49	PPI	IAH
ENSG00000132938	ENSG00000197905	0.49	PPI	IAH
ENSG00000018408	ENSG00000197905	0.72	PPI	IAH
ENSG00000138180	ENSG00000197905	0.62	PPI	IAH
ENSG00000018408	ENSG00000074219	0.49	PPI	IAH
ENSG00000074219	ENSG00000144560	0.49	PPI	IAH
ENSG00000074219	ENSG00000206538	0.49	PPI	IAH
ENSG00000074219	ENSG00000179008	0.49	PPI	IAH
ENSG00000074219	ENSG00000110171	0.49	PPI	IAH
ENSG00000074219	ENSG00000127588	0.49	PPI	IAH
ENSG00000074219	ENSG00000159216	0.49	PPI	IAH
ENSG00000107140	ENSG00000187678	0.51	PPI	IAH
ENSG00000120708	ENSG00000177138	0.56	PPI	IAH
ENSG00000112559	ENSG00000177426	0.67	PPI	IAH
ENSG00000168646	ENSG00000177426	0.57	PPI	IAH
ENSG00000103126	ENSG00000177426	0.5	PPI	IAH
ENSG00000175029	ENSG00000177426	0.56	PPI	IAH
ENSG00000100201	ENSG00000140396	0.54	PPI	IAH
ENSG00000065054	ENSG00000168036	0.51	PPI	IAH
ENSG00000065054	ENSG00000072110	0.51	PPI	IAH
ENSG00000065054	ENSG00000076604	0.49	PPI	IAH
ENSG00000065054	ENSG00000137693	0.75	PPI	IAH
ENSG00000018408	ENSG00000065054	0.46	PPI	IAH
ENSG00000044115	ENSG00000065054	0.51	PPI	IAH
ENSG00000065054	ENSG00000196470	0.51	PPI	IAH
ENSG00000065054	ENSG00000091138	0.61	PPI	IAH
ENSG00000065054	ENSG00000130402	0.51	PPI	IAH
ENSG00000004975	ENSG00000150764	0.5	PPI	IAH
ENSG00000102871	ENSG00000102871	0.74	PPI	IAH
ENSG00000072201	ENSG00000211460	0.49	PPI	IAH
ENSG00000161202	ENSG00000211460	0.49	PPI	IAH
ENSG00000211460	ENSG00000211460	0.62	PPI	IAH
ENSG00000113761	ENSG00000139546	0.7	PPI	IAH
ENSG00000123908	ENSG00000139546	0.74	PPI	IAH
ENSG00000139546	ENSG00000176896	0.56	PPI	IAH
ENSG00000139546	ENSG00000165209	0.56	PPI	IAH
ENSG00000100697	ENSG00000139546	0.92	PPI	IAH
ENSG00000139546	ENSG00000275074	0.49	PPI	IAH
ENSG00000039650	ENSG00000139546	0.49	PPI	IAH
ENSG00000139546	ENSG00000171703	0.49	PPI	IAH
ENSG00000139546	ENSG00000176896	0.49	PPI	IAH
ENSG00000139546	ENSG00000139546	0.62	PPI	IAH
ENSG00000139546	ENSG00000165061	0.49	PPI	IAH
ENSG00000054965	ENSG00000168066	0.56	PPI	IAH
ENSG00000168066	ENSG00000197683	0.56	PPI	IAH
ENSG00000168066	ENSG00000168066	0.55	PPI	IAH
ENSG00000085872	ENSG00000168066	0.58	PPI	IAH
ENSG00000157110	ENSG00000168066	0.55	PPI	IAH
ENSG00000168066	ENSG00000185880	0.56	PPI	IAH
ENSG00000100201	ENSG00000168066	0.67	PPI	IAH
ENSG00000134453	ENSG00000168066	0.62	PPI	IAH
ENSG00000134453	ENSG00000168066	0.49	PPI	IAH
ENSG00000063244	ENSG00000168066	0.49	PPI	IAH
ENSG00000125733	ENSG00000125733	0.74	PPI	IAH
ENSG00000112290	ENSG00000125733	0.56	PPI	IAH
ENSG00000006740	ENSG00000125733	0.56	PPI	IAH
ENSG00000125733	ENSG00000126785	0.56	PPI	IAH
ENSG00000073584	ENSG00000125733	0.56	PPI	IAH
ENSG00000092330	ENSG00000125733	0.51	PPI	IAH
ENSG00000100092	ENSG00000125733	0.56	PPI	IAH
ENSG00000125733	ENSG00000140750	0.56	PPI	IAH
ENSG00000125733	ENSG00000125733	0.49	PPI	IAH
ENSG00000125733	ENSG00000165322	0.49	PPI	IAH
ENSG00000125733	ENSG00000175325	0.49	PPI	IAH
ENSG00000125733	ENSG00000143322	0.49	PPI	IAH
ENSG00000125733	ENSG00000171794	0.49	PPI	IAH
ENSG00000106511	ENSG00000125733	0.49	PPI	IAH
ENSG00000125733	ENSG00000174791	0.49	PPI	IAH
ENSG00000125733	ENSG00000160685	0.49	PPI	IAH
ENSG00000071539	ENSG00000071539	0.78	PPI	IAH
ENSG00000002834	ENSG00000071539	0.49	PPI	IAH
ENSG00000071539	ENSG00000151650	0.49	PPI	IAH
ENSG00000071539	ENSG00000072201	0.76	PPI	IAH
ENSG00000071539	ENSG00000095539	0.56	PPI	IAH
ENSG00000071539	ENSG00000142910	0.56	PPI	IAH
ENSG00000071539	ENSG00000196388	0.49	PPI	IAH
ENSG00000071539	ENSG00000188493	0.49	PPI	IAH
ENSG00000071539	ENSG00000162066	0.56	PPI	IAH
ENSG00000071539	ENSG00000165501	0.56	PPI	IAH
ENSG00000071539	ENSG00000213722	0.74	PPI	IAH
ENSG00000071539	ENSG00000168237	0.83	PPI	IAH
ENSG00000071539	ENSG00000166394	0.67	PPI	IAH
ENSG00000071539	ENSG00000163395	0.49	PPI	IAH
ENSG00000071539	ENSG00000075420	0.7	PPI	IAH
ENSG00000071539	ENSG00000115295	0.49	PPI	IAH
ENSG00000071539	ENSG00000158246	0.49	PPI	IAH
ENSG00000071539	ENSG00000142910	0.7	PPI	IAH
ENSG00000071539	ENSG00000221864	0.56	PPI	IAH
ENSG00000071539	ENSG00000182919	0.62	PPI	IAH
ENSG00000071539	ENSG00000104415	0.49	PPI	IAH
ENSG00000071539	ENSG00000119431	0.74	PPI	IAH
ENSG00000066382	ENSG00000071539	0.78	PPI	IAH
ENSG00000071539	ENSG00000140950	0.62	PPI	IAH
ENSG00000071539	ENSG00000156795	0.62	PPI	IAH
ENSG00000071539	ENSG00000137575	0.49	PPI	IAH
ENSG00000071539	ENSG00000196290	0.62	PPI	IAH
ENSG00000071539	ENSG00000152213	0.62	PPI	IAH
ENSG00000071539	ENSG00000124356	0.49	PPI	IAH
ENSG00000071539	ENSG00000171097	0.56	PPI	IAH
ENSG00000071539	ENSG00000090905	0.56	PPI	IAH
ENSG00000071539	ENSG00000204264	0.49	PPI	IAH
ENSG00000071539	ENSG00000172927	0.49	PPI	IAH
ENSG00000071539	ENSG00000123178	0.56	PPI	IAH
ENSG00000071539	ENSG00000187838	0.76	PPI	IAH
ENSG00000071539	ENSG00000212933	0.49	PPI	IAH
ENSG00000071539	ENSG00000197329	0.56	PPI	IAH
ENSG00000071539	ENSG00000131721	0.78	PPI	IAH
ENSG00000071539	ENSG00000139714	0.56	PPI	IAH
ENSG00000071539	ENSG00000177700	0.49	PPI	IAH
ENSG00000071539	ENSG00000196372	0.49	PPI	IAH
ENSG00000012171	ENSG00000071539	0.49	PPI	IAH
ENSG00000071539	ENSG00000172073	0.76	PPI	IAH
ENSG00000071539	ENSG00000186073	0.49	PPI	IAH
ENSG00000071539	ENSG00000099139	0.49	PPI	IAH
ENSG00000071539	ENSG00000166394	0.49	PPI	IAH
ENSG00000071539	ENSG00000205352	0.49	PPI	IAH
ENSG00000071539	ENSG00000100479	0.49	PPI	IAH
ENSG00000071539	ENSG00000138131	0.76	PPI	IAH
ENSG00000071539	ENSG00000100385	0.49	PPI	IAH
ENSG00000071539	ENSG00000151470	0.7	PPI	IAH
ENSG00000071539	ENSG00000114698	0.62	PPI	IAH
ENSG00000071539	ENSG00000118894	0.49	PPI	IAH
ENSG00000125686	ENSG00000166851	0.51	PPI	IAH
