ensg1	ensg2	score	interaction_type	data_source
ENSG00000115935	ENSG00000176986	0.56	PPI	IAH
ENSG00000115935	ENSG00000180353	0.52	PPI	IAH
ENSG00000115935	ENSG00000177885	0.67	PPI	IAH
ENSG00000015285	ENSG00000115935	0.49	PPI	IAH
ENSG00000115935	ENSG00000138443	0.49	PPI	IAH
ENSG00000081923	ENSG00000182107	0.46	PPI	IAH
ENSG00000081923	ENSG00000112697	0.62	PPI	IAH
ENSG00000143384	ENSG00000153094	0.94	PPI	IAH
ENSG00000153094	ENSG00000171552	0.73	PPI	IAH
ENSG00000129473	ENSG00000153094	0.85	PPI	IAH
ENSG00000140379	ENSG00000153094	0.65	PPI	IAH
ENSG00000153094	ENSG00000162735	0.49	PPI	IAH
ENSG00000153094	ENSG00000185247	0.56	PPI	IAH
ENSG00000091073	ENSG00000153094	0.49	PPI	IAH
ENSG00000130307	ENSG00000153094	0.49	PPI	IAH
ENSG00000153094	ENSG00000258643	0.85	PPI	IAH
ENSG00000153094	ENSG00000185247	0.49	PPI	IAH
ENSG00000153094	ENSG00000188021	0.49	PPI	IAH
ENSG00000153094	ENSG00000171791	0.92	PPI	IAH
ENSG00000153094	ENSG00000171552	0.93	PPI	IAH
ENSG00000153094	ENSG00000171791	0.7	PPI	IAH
ENSG00000153094	ENSG00000240972	0.58	PPI	IAH
ENSG00000153094	ENSG00000171791	0.71	PPI	IAH
ENSG00000118689	ENSG00000166949	0.67	PPI	IAH
ENSG00000096717	ENSG00000118689	0.7	PPI	IAH
ENSG00000118689	ENSG00000164924	0.5	PPI	IAH
ENSG00000118689	ENSG00000136997	0.52	PPI	IAH
ENSG00000118689	ENSG00000141510	0.59	PPI	IAH
ENSG00000118689	ENSG00000141646	0.74	PPI	IAH
ENSG00000105568	ENSG00000118689	0.46	PPI	IAH
ENSG00000137834	ENSG00000170365	0.57	PPI	IAH
ENSG00000137834	ENSG00000183943	0.63	PPI	IAH
ENSG00000137834	ENSG00000137834	0.51	PPI	IAH
ENSG00000124356	ENSG00000137834	0.51	PPI	IAH
ENSG00000108384	ENSG00000126215	0.87	PPI	IAH
ENSG00000126215	ENSG00000173928	0.52	PPI	IAH
ENSG00000051180	ENSG00000126215	0.65	PPI	IAH
ENSG00000083093	ENSG00000126215	0.58	PPI	IAH
ENSG00000185379	ENSG00000196584	0.97	PPI	IAH
ENSG00000106511	ENSG00000196584	0.56	PPI	IAH
ENSG00000108384	ENSG00000196584	0.56	PPI	IAH
ENSG00000104055	ENSG00000178934	0.49	PPI	IAH
ENSG00000104055	ENSG00000205076	0.49	PPI	IAH
ENSG00000125735	ENSG00000187416	0.49	PPI	IAH
ENSG00000125735	ENSG00000178307	0.49	PPI	IAH
ENSG00000125735	ENSG00000163217	0.49	PPI	IAH
ENSG00000102837	ENSG00000125735	0.49	PPI	IAH
ENSG00000102934	ENSG00000125735	0.49	PPI	IAH
ENSG00000125735	ENSG00000149451	0.49	PPI	IAH
ENSG00000125735	ENSG00000164007	0.49	PPI	IAH
ENSG00000125735	ENSG00000243509	0.52	PPI	IAH
ENSG00000125735	ENSG00000138755	0.49	PPI	IAH
ENSG00000125735	ENSG00000183255	0.49	PPI	IAH
ENSG00000121542	ENSG00000125735	0.49	PPI	IAH
ENSG00000125735	ENSG00000172005	0.49	PPI	IAH
ENSG00000125735	ENSG00000157873	0.74	PPI	IAH
ENSG00000125735	ENSG00000181092	0.49	PPI	IAH
ENSG00000125735	ENSG00000171135	0.49	PPI	IAH
ENSG00000110375	ENSG00000125735	0.49	PPI	IAH
ENSG00000117318	ENSG00000137218	0.49	PPI	IAH
ENSG00000137218	ENSG00000174370	0.49	PPI	IAH
ENSG00000094796	ENSG00000137218	0.49	PPI	IAH
ENSG00000104964	ENSG00000137218	0.49	PPI	IAH
ENSG00000123154	ENSG00000137218	0.49	PPI	IAH
ENSG00000137218	ENSG00000182591	0.49	PPI	IAH
ENSG00000059145	ENSG00000137218	0.49	PPI	IAH
ENSG00000064218	ENSG00000137218	0.49	PPI	IAH
ENSG00000137218	ENSG00000212900	0.49	PPI	IAH
ENSG00000136158	ENSG00000137218	0.56	PPI	IAH
ENSG00000137218	ENSG00000196628	0.56	PPI	IAH
ENSG00000083838	ENSG00000137218	0.49	PPI	IAH
ENSG00000137218	ENSG00000174015	0.56	PPI	IAH
ENSG00000137218	ENSG00000172890	0.49	PPI	IAH
ENSG00000137218	ENSG00000137218	0.68	PPI	IAH
ENSG00000124429	ENSG00000137218	0.49	PPI	IAH
ENSG00000137218	ENSG00000166896	0.49	PPI	IAH
ENSG00000133961	ENSG00000137218	0.49	PPI	IAH
ENSG00000101336	ENSG00000137218	0.51	PPI	IAH
ENSG00000137218	ENSG00000214063	0.49	PPI	IAH
ENSG00000137218	ENSG00000187766	0.49	PPI	IAH
ENSG00000137218	ENSG00000144810	0.49	PPI	IAH
ENSG00000087077	ENSG00000137218	0.7	PPI	IAH
ENSG00000137218	ENSG00000143382	0.7	PPI	IAH
ENSG00000137218	ENSG00000186451	0.49	PPI	IAH
ENSG00000137218	ENSG00000162148	0.49	PPI	IAH
ENSG00000102145	ENSG00000137218	0.49	PPI	IAH
ENSG00000076604	ENSG00000137218	0.49	PPI	IAH
ENSG00000137218	ENSG00000256762	0.49	PPI	IAH
ENSG00000099139	ENSG00000137218	0.49	PPI	IAH
ENSG00000137218	ENSG00000188493	0.49	PPI	IAH
ENSG00000137218	ENSG00000264343	0.7	PPI	IAH
ENSG00000131738	ENSG00000137218	0.49	PPI	IAH
ENSG00000137218	ENSG00000173480	0.49	PPI	IAH
ENSG00000137218	ENSG00000180008	0.51	PPI	IAH
ENSG00000137218	ENSG00000212901	0.49	PPI	IAH
ENSG00000137218	ENSG00000175513	0.49	PPI	IAH
ENSG00000117461	ENSG00000137218	0.57	PPI	IAH
ENSG00000137218	ENSG00000196388	0.49	PPI	IAH
ENSG00000137218	ENSG00000188581	0.49	PPI	IAH
ENSG00000137218	ENSG00000206538	0.49	PPI	IAH
ENSG00000102934	ENSG00000137218	0.49	PPI	IAH
ENSG00000125753	ENSG00000137218	0.49	PPI	IAH
ENSG00000137218	ENSG00000185002	0.7	PPI	IAH
ENSG00000122515	ENSG00000137218	0.49	PPI	IAH
ENSG00000102145	ENSG00000137218	0.56	PPI	IAH
ENSG00000104964	ENSG00000137218	0.56	PPI	IAH
ENSG00000137218	ENSG00000169783	0.49	PPI	IAH
ENSG00000146648	ENSG00000213658	0.51	PPI	IAH
ENSG00000177885	ENSG00000213658	0.83	PPI	IAH
ENSG00000124181	ENSG00000213658	0.81	PPI	IAH
ENSG00000104969	ENSG00000213658	0.56	PPI	IAH
ENSG00000145675	ENSG00000213658	0.46	PPI	IAH
ENSG00000092330	ENSG00000169220	0.51	PPI	IAH
ENSG00000065135	ENSG00000169220	0.62	PPI	IAH
ENSG00000127955	ENSG00000169220	0.49	PPI	IAH
ENSG00000011347	ENSG00000196470	0.56	PPI	IAH
ENSG00000139726	ENSG00000188986	0.52	PPI	IAH
ENSG00000139726	ENSG00000232119	0.71	PPI	IAH
ENSG00000139726	ENSG00000198060	0.59	PPI	IAH
ENSG00000116824	ENSG00000140368	0.74	PPI	IAH
ENSG00000129167	ENSG00000140368	0.49	PPI	IAH
ENSG00000140368	ENSG00000205937	0.49	PPI	IAH
ENSG00000140368	ENSG00000152804	0.49	PPI	IAH
ENSG00000066117	ENSG00000140368	0.49	PPI	IAH
ENSG00000072135	ENSG00000140368	0.6	PPI	IAH
ENSG00000120327	ENSG00000140368	0.7	PPI	IAH
ENSG00000113790	ENSG00000140368	0.49	PPI	IAH
ENSG00000104611	ENSG00000140368	0.56	PPI	IAH
ENSG00000140368	ENSG00000175513	0.49	PPI	IAH
ENSG00000140368	ENSG00000171847	0.7	PPI	IAH
ENSG00000117560	ENSG00000140368	0.7	PPI	IAH
ENSG00000127947	ENSG00000140368	0.77	PPI	IAH
ENSG00000140368	ENSG00000188011	0.7	PPI	IAH
ENSG00000104343	ENSG00000140368	0.67	PPI	IAH
ENSG00000140368	ENSG00000161992	0.49	PPI	IAH
ENSG00000140368	ENSG00000160207	0.49	PPI	IAH
ENSG00000105497	ENSG00000140368	0.56	PPI	IAH
ENSG00000105618	ENSG00000140368	0.79	PPI	IAH
ENSG00000039650	ENSG00000140368	0.49	PPI	IAH
ENSG00000103313	ENSG00000140368	0.58	PPI	IAH
ENSG00000140368	ENSG00000154473	0.56	PPI	IAH
ENSG00000134242	ENSG00000140368	0.59	PPI	IAH
ENSG00000119703	ENSG00000140368	0.49	PPI	IAH
ENSG00000140368	ENSG00000140368	0.59	PPI	IAH
ENSG00000132702	ENSG00000140368	0.49	PPI	IAH
ENSG00000015285	ENSG00000140368	0.46	PPI	IAH
ENSG00000140368	ENSG00000197912	0.56	PPI	IAH
ENSG00000130520	ENSG00000140368	0.7	PPI	IAH
ENSG00000117560	ENSG00000140368	0.56	PPI	IAH
ENSG00000140368	ENSG00000163682	0.49	PPI	IAH
ENSG00000140368	ENSG00000163156	0.49	PPI	IAH
ENSG00000136937	ENSG00000140368	0.49	PPI	IAH
ENSG00000140368	ENSG00000267796	0.49	PPI	IAH
ENSG00000078246	ENSG00000140368	0.7	PPI	IAH
ENSG00000009790	ENSG00000140368	0.56	PPI	IAH
ENSG00000140368	ENSG00000187778	0.49	PPI	IAH
ENSG00000132341	ENSG00000184575	0.49	PPI	IAH
ENSG00000168453	ENSG00000188493	0.49	PPI	IAH
ENSG00000168453	ENSG00000196388	0.49	PPI	IAH
ENSG00000137098	ENSG00000168453	0.49	PPI	IAH
ENSG00000168453	ENSG00000212901	0.49	PPI	IAH
ENSG00000165699	ENSG00000168453	0.49	PPI	IAH
ENSG00000069764	ENSG00000168453	0.49	PPI	IAH
ENSG00000168453	ENSG00000182591	0.49	PPI	IAH
ENSG00000168453	ENSG00000168939	0.49	PPI	IAH
ENSG00000137720	ENSG00000168453	0.49	PPI	IAH
ENSG00000168453	ENSG00000182816	0.49	PPI	IAH
ENSG00000168453	ENSG00000212899	0.49	PPI	IAH
ENSG00000168453	ENSG00000186970	0.49	PPI	IAH
ENSG00000166896	ENSG00000168453	0.49	PPI	IAH
ENSG00000105427	ENSG00000168453	0.49	PPI	IAH
ENSG00000136158	ENSG00000187170	0.56	PPI	IAH
ENSG00000136158	ENSG00000136878	0.56	PPI	IAH
ENSG00000110395	ENSG00000136158	0.86	PPI	IAH
ENSG00000136158	ENSG00000198420	0.56	PPI	IAH
ENSG00000136158	ENSG00000254997	0.56	PPI	IAH
ENSG00000106511	ENSG00000136158	0.56	PPI	IAH
ENSG00000136158	ENSG00000212721	0.56	PPI	IAH
ENSG00000100351	ENSG00000136158	0.56	PPI	IAH
ENSG00000136158	ENSG00000154127	0.56	PPI	IAH
ENSG00000136158	ENSG00000160185	0.67	PPI	IAH
ENSG00000136158	ENSG00000196734	0.56	PPI	IAH
ENSG00000136158	ENSG00000221837	0.56	PPI	IAH
ENSG00000136158	ENSG00000165912	0.56	PPI	IAH
ENSG00000136158	ENSG00000177885	0.59	PPI	IAH
ENSG00000136158	ENSG00000187766	0.56	PPI	IAH
ENSG00000131791	ENSG00000136158	0.56	PPI	IAH
ENSG00000136158	ENSG00000241123	0.56	PPI	IAH
ENSG00000136158	ENSG00000168517	0.56	PPI	IAH
ENSG00000079102	ENSG00000136158	0.56	PPI	IAH
ENSG00000115507	ENSG00000136158	0.67	PPI	IAH
ENSG00000136158	ENSG00000275023	0.56	PPI	IAH
ENSG00000136158	ENSG00000198466	0.56	PPI	IAH
ENSG00000135930	ENSG00000136158	0.56	PPI	IAH
ENSG00000136158	ENSG00000154359	0.56	PPI	IAH
ENSG00000071051	ENSG00000136158	0.56	PPI	IAH
ENSG00000136158	ENSG00000187223	0.56	PPI	IAH
ENSG00000136158	ENSG00000169704	0.56	PPI	IAH
ENSG00000136158	ENSG00000186908	0.56	PPI	IAH
ENSG00000136158	ENSG00000147010	0.56	PPI	IAH
ENSG00000050628	ENSG00000136158	0.56	PPI	IAH
ENSG00000130813	ENSG00000136158	0.56	PPI	IAH
ENSG00000136158	ENSG00000173480	0.56	PPI	IAH
ENSG00000136158	ENSG00000244057	0.56	PPI	IAH
ENSG00000136158	ENSG00000164056	0.56	PPI	IAH
ENSG00000136158	ENSG00000213416	0.67	PPI	IAH
ENSG00000136158	ENSG00000241595	0.56	PPI	IAH
ENSG00000136158	ENSG00000164053	0.56	PPI	IAH
ENSG00000090539	ENSG00000136158	0.56	PPI	IAH
ENSG00000115661	ENSG00000136158	0.56	PPI	IAH
ENSG00000136158	ENSG00000243489	0.56	PPI	IAH
ENSG00000136158	ENSG00000185966	0.56	PPI	IAH
ENSG00000136158	ENSG00000239886	0.56	PPI	IAH
ENSG00000136158	ENSG00000137802	0.56	PPI	IAH
ENSG00000136158	ENSG00000240583	0.56	PPI	IAH
ENSG00000112559	ENSG00000136158	0.56	PPI	IAH
ENSG00000136158	ENSG00000205864	0.56	PPI	IAH
ENSG00000136158	ENSG00000159921	0.56	PPI	IAH
ENSG00000112667	ENSG00000112667	0.71	PPI	IAH
ENSG00000112667	ENSG00000147601	0.51	PPI	IAH
ENSG00000077279	ENSG00000132938	0.49	PPI	IAH
ENSG00000164056	ENSG00000272804	0.56	PPI	IAH
ENSG00000138867	ENSG00000164056	0.49	PPI	IAH
ENSG00000106511	ENSG00000164056	0.7	PPI	IAH
ENSG00000164056	ENSG00000272804	0.49	PPI	IAH
ENSG00000164056	ENSG00000213416	0.49	PPI	IAH
ENSG00000164056	ENSG00000187766	0.7	PPI	IAH
ENSG00000099139	ENSG00000164056	0.49	PPI	IAH
ENSG00000164056	ENSG00000264343	0.7	PPI	IAH
ENSG00000164056	ENSG00000212900	0.49	PPI	IAH
ENSG00000164056	ENSG00000187223	0.7	PPI	IAH
ENSG00000164056	ENSG00000179912	0.56	PPI	IAH
ENSG00000164056	ENSG00000187170	0.49	PPI	IAH
ENSG00000143382	ENSG00000164056	0.49	PPI	IAH
ENSG00000160185	ENSG00000164056	0.49	PPI	IAH
ENSG00000164056	ENSG00000188730	0.49	PPI	IAH
ENSG00000164056	ENSG00000221864	0.49	PPI	IAH
ENSG00000164056	ENSG00000173480	0.49	PPI	IAH
ENSG00000112559	ENSG00000164056	0.7	PPI	IAH
ENSG00000164056	ENSG00000241123	0.56	PPI	IAH
ENSG00000164056	ENSG00000221837	0.7	PPI	IAH
ENSG00000159921	ENSG00000164056	0.49	PPI	IAH
ENSG00000152475	ENSG00000164056	0.49	PPI	IAH
ENSG00000164056	ENSG00000187173	0.49	PPI	IAH
ENSG00000105991	ENSG00000164056	0.7	PPI	IAH
ENSG00000160207	ENSG00000164056	0.49	PPI	IAH
ENSG00000164056	ENSG00000239886	0.49	PPI	IAH
ENSG00000164056	ENSG00000182591	0.49	PPI	IAH
ENSG00000115507	ENSG00000164056	0.56	PPI	IAH
ENSG00000146592	ENSG00000164056	0.7	PPI	IAH
ENSG00000164056	ENSG00000204873	0.49	PPI	IAH
ENSG00000164056	ENSG00000188581	0.49	PPI	IAH
ENSG00000164056	ENSG00000167377	0.49	PPI	IAH
ENSG00000164056	ENSG00000244057	0.49	PPI	IAH
ENSG00000164056	ENSG00000171453	0.49	PPI	IAH
ENSG00000112214	ENSG00000164056	0.49	PPI	IAH
ENSG00000164056	ENSG00000196734	0.56	PPI	IAH
ENSG00000164056	ENSG00000176155	0.49	PPI	IAH
ENSG00000090539	ENSG00000164056	0.49	PPI	IAH
ENSG00000164056	ENSG00000244537	0.56	PPI	IAH
ENSG00000163202	ENSG00000164056	0.49	PPI	IAH
ENSG00000094796	ENSG00000164056	0.49	PPI	IAH
ENSG00000163206	ENSG00000164056	0.49	PPI	IAH
ENSG00000162924	ENSG00000164056	0.49	PPI	IAH
ENSG00000168939	ENSG00000213654	0.49	PPI	IAH
ENSG00000133134	ENSG00000168939	0.49	PPI	IAH
ENSG00000168939	ENSG00000179912	0.49	PPI	IAH
ENSG00000112473	ENSG00000168939	0.49	PPI	IAH
ENSG00000168939	ENSG00000185966	0.49	PPI	IAH
ENSG00000168939	ENSG00000169704	0.49	PPI	IAH
ENSG00000159921	ENSG00000168939	0.49	PPI	IAH
ENSG00000168939	ENSG00000196734	0.49	PPI	IAH
ENSG00000106511	ENSG00000168939	0.49	PPI	IAH
ENSG00000163202	ENSG00000168939	0.49	PPI	IAH
ENSG00000131737	ENSG00000168939	0.49	PPI	IAH
ENSG00000168939	ENSG00000198466	0.49	PPI	IAH
ENSG00000090539	ENSG00000168939	0.49	PPI	IAH
ENSG00000168939	ENSG00000175294	0.49	PPI	IAH
ENSG00000163032	ENSG00000168939	0.49	PPI	IAH
ENSG00000137802	ENSG00000168939	0.49	PPI	IAH
ENSG00000119408	ENSG00000168939	0.49	PPI	IAH
ENSG00000054116	ENSG00000196459	0.49	PPI	IAH
ENSG00000054116	ENSG00000127328	0.7	PPI	IAH
ENSG00000007255	ENSG00000054116	0.7	PPI	IAH
ENSG00000007255	ENSG00000054116	0.75	PPI	IAH
ENSG00000054116	ENSG00000170043	0.59	PPI	IAH
ENSG00000054116	ENSG00000167515	0.84	PPI	IAH
ENSG00000054116	ENSG00000175895	0.56	PPI	IAH
ENSG00000019549	ENSG00000113595	0.56	PPI	IAH
ENSG00000019549	ENSG00000130066	0.56	PPI	IAH
ENSG00000130724	ENSG00000158411	0.71	PPI	IAH
ENSG00000115561	ENSG00000130724	0.67	PPI	IAH
ENSG00000071051	ENSG00000147677	0.56	PPI	IAH
ENSG00000071051	ENSG00000108798	0.7	PPI	IAH
ENSG00000071051	ENSG00000147144	0.49	PPI	IAH
ENSG00000071051	ENSG00000134909	0.56	PPI	IAH
ENSG00000071051	ENSG00000115310	0.56	PPI	IAH
ENSG00000071051	ENSG00000146063	0.7	PPI	IAH
ENSG00000071051	ENSG00000160284	0.49	PPI	IAH
ENSG00000071051	ENSG00000131061	0.49	PPI	IAH
ENSG00000071051	ENSG00000150760	0.59	PPI	IAH
ENSG00000071051	ENSG00000178498	0.49	PPI	IAH
ENSG00000071051	ENSG00000160207	0.49	PPI	IAH
ENSG00000071051	ENSG00000138443	0.49	PPI	IAH
ENSG00000071051	ENSG00000149269	0.77	PPI	IAH
ENSG00000071051	ENSG00000197172	0.7	PPI	IAH
ENSG00000071051	ENSG00000116574	0.79	PPI	IAH
ENSG00000071051	ENSG00000164512	0.49	PPI	IAH
ENSG00000071051	ENSG00000125266	0.6	PPI	IAH
ENSG00000070444	ENSG00000071051	0.49	PPI	IAH
ENSG00000071051	ENSG00000082074	0.62	PPI	IAH
ENSG00000071051	ENSG00000114796	0.49	PPI	IAH
ENSG00000071051	ENSG00000187912	0.49	PPI	IAH
ENSG00000071051	ENSG00000162946	0.49	PPI	IAH
ENSG00000071051	ENSG00000167625	0.49	PPI	IAH
ENSG00000071051	ENSG00000229665	0.56	PPI	IAH
ENSG00000071051	ENSG00000139722	0.7	PPI	IAH
ENSG00000071051	ENSG00000183690	0.56	PPI	IAH
ENSG00000071051	ENSG00000162924	0.56	PPI	IAH
ENSG00000015285	ENSG00000071051	0.56	PPI	IAH
ENSG00000071051	ENSG00000104140	0.56	PPI	IAH
ENSG00000071051	ENSG00000175550	0.56	PPI	IAH
ENSG00000071051	ENSG00000204131	0.49	PPI	IAH
ENSG00000071051	ENSG00000162924	0.49	PPI	IAH
ENSG00000071051	ENSG00000087077	0.76	PPI	IAH
ENSG00000043462	ENSG00000071051	0.72	PPI	IAH
ENSG00000071051	ENSG00000155629	0.49	PPI	IAH
ENSG00000071051	ENSG00000136931	0.56	PPI	IAH
ENSG00000071051	ENSG00000130701	0.49	PPI	IAH
ENSG00000071051	ENSG00000149532	0.67	PPI	IAH
ENSG00000071051	ENSG00000137411	0.49	PPI	IAH
ENSG00000071051	ENSG00000143368	0.76	PPI	IAH
ENSG00000071051	ENSG00000196388	0.49	PPI	IAH
ENSG00000071051	ENSG00000138443	0.67	PPI	IAH
ENSG00000071051	ENSG00000176182	0.49	PPI	IAH
ENSG00000071051	ENSG00000105717	0.49	PPI	IAH
ENSG00000071051	ENSG00000160685	0.49	PPI	IAH
ENSG00000071051	ENSG00000105251	0.49	PPI	IAH
ENSG00000071051	ENSG00000204713	0.7	PPI	IAH
ENSG00000071051	ENSG00000170485	0.49	PPI	IAH
ENSG00000071051	ENSG00000141441	0.49	PPI	IAH
ENSG00000071051	ENSG00000184986	0.49	PPI	IAH
ENSG00000071051	ENSG00000106069	0.49	PPI	IAH
ENSG00000071051	ENSG00000215271	0.56	PPI	IAH
ENSG00000071051	ENSG00000227151	0.49	PPI	IAH
ENSG00000071051	ENSG00000137411	0.56	PPI	IAH
ENSG00000071051	ENSG00000115935	0.49	PPI	IAH
ENSG00000071051	ENSG00000114423	0.67	PPI	IAH
ENSG00000071051	ENSG00000128656	0.84	PPI	IAH
ENSG00000071051	ENSG00000074966	0.49	PPI	IAH
ENSG00000071051	ENSG00000117560	0.65	PPI	IAH
ENSG00000071051	ENSG00000149243	0.49	PPI	IAH
ENSG00000071051	ENSG00000179627	0.49	PPI	IAH
ENSG00000071051	ENSG00000156650	0.49	PPI	IAH
ENSG00000071051	ENSG00000138813	0.49	PPI	IAH
ENSG00000071051	ENSG00000154556	0.56	PPI	IAH
ENSG00000071051	ENSG00000213672	0.49	PPI	IAH
ENSG00000071051	ENSG00000111605	0.49	PPI	IAH
ENSG00000071051	ENSG00000204580	0.58	PPI	IAH
ENSG00000071051	ENSG00000132704	0.56	PPI	IAH
ENSG00000071051	ENSG00000099849	0.56	PPI	IAH
ENSG00000071051	ENSG00000119866	0.7	PPI	IAH
ENSG00000071051	ENSG00000139746	0.56	PPI	IAH
ENSG00000071051	ENSG00000196628	0.56	PPI	IAH
ENSG00000071051	ENSG00000120709	0.7	PPI	IAH
ENSG00000071051	ENSG00000107816	0.56	PPI	IAH
ENSG00000071051	ENSG00000150991	0.54	PPI	IAH
ENSG00000099783	ENSG00000171566	0.63	PPI	IAH
ENSG00000096401	ENSG00000171566	0.64	PPI	IAH
ENSG00000130176	ENSG00000171566	0.49	PPI	IAH
ENSG00000130307	ENSG00000198901	0.55	PPI	IAH
ENSG00000108395	ENSG00000198901	0.63	PPI	IAH
ENSG00000156650	ENSG00000198901	0.49	PPI	IAH
ENSG00000198901	ENSG00000198901	0.71	PPI	IAH
ENSG00000010244	ENSG00000154473	0.59	PPI	IAH
ENSG00000143013	ENSG00000169744	0.62	PPI	IAH
ENSG00000137575	ENSG00000169744	0.49	PPI	IAH
ENSG00000061273	ENSG00000169744	0.49	PPI	IAH
ENSG00000134864	ENSG00000169744	0.49	PPI	IAH
ENSG00000072201	ENSG00000169744	0.49	PPI	IAH
ENSG00000008018	ENSG00000169744	0.49	PPI	IAH
ENSG00000116918	ENSG00000169744	0.49	PPI	IAH
ENSG00000162624	ENSG00000169744	0.49	PPI	IAH
ENSG00000169744	ENSG00000178567	0.49	PPI	IAH
ENSG00000128185	ENSG00000169744	0.49	PPI	IAH
ENSG00000169744	ENSG00000179933	0.49	PPI	IAH
ENSG00000131263	ENSG00000169744	0.5	PPI	IAH
ENSG00000011295	ENSG00000169744	0.49	PPI	IAH
ENSG00000166407	ENSG00000169744	0.49	PPI	IAH
ENSG00000156795	ENSG00000169744	0.49	PPI	IAH
ENSG00000129521	ENSG00000169744	0.49	PPI	IAH
ENSG00000048540	ENSG00000169744	0.49	PPI	IAH
ENSG00000135363	ENSG00000169744	0.49	PPI	IAH
ENSG00000118526	ENSG00000129152	0.49	PPI	IAH
ENSG00000118526	ENSG00000137575	0.49	PPI	IAH
ENSG00000118526	ENSG00000140262	0.49	PPI	IAH
ENSG00000116157	ENSG00000198356	0.7	PPI	IAH
ENSG00000188730	ENSG00000198356	0.49	PPI	IAH
ENSG00000164615	ENSG00000198356	0.49	PPI	IAH
ENSG00000198356	ENSG00000239857	0.62	PPI	IAH
ENSG00000198356	ENSG00000198363	0.56	PPI	IAH
ENSG00000169679	ENSG00000185122	0.51	PPI	IAH
ENSG00000154473	ENSG00000169679	0.74	PPI	IAH
ENSG00000169679	ENSG00000177479	0.62	PPI	IAH
ENSG00000154473	ENSG00000156970	0.81	PPI	IAH
ENSG00000154473	ENSG00000163818	0.51	PPI	IAH
ENSG00000108946	ENSG00000118507	0.49	PPI	IAH
ENSG00000064199	ENSG00000118507	0.7	PPI	IAH
ENSG00000101624	ENSG00000118507	0.7	PPI	IAH
ENSG00000065371	ENSG00000118507	0.7	PPI	IAH
ENSG00000141934	ENSG00000264343	0.56	PPI	IAH
ENSG00000105492	ENSG00000196628	0.56	PPI	IAH
ENSG00000128513	ENSG00000173597	0.51	PPI	IAH
ENSG00000137575	ENSG00000173597	0.56	PPI	IAH
ENSG00000105398	ENSG00000173597	0.7	PPI	IAH
ENSG00000130402	ENSG00000172399	0.88	PPI	IAH
ENSG00000130402	ENSG00000140575	0.6	PPI	IAH
ENSG00000130402	ENSG00000168036	0.7	PPI	IAH
ENSG00000130402	ENSG00000168806	0.56	PPI	IAH
ENSG00000130402	ENSG00000154556	0.6	PPI	IAH
ENSG00000072201	ENSG00000130402	0.49	PPI	IAH
ENSG00000106511	ENSG00000130402	0.56	PPI	IAH
ENSG00000130402	ENSG00000248746	0.49	PPI	IAH
ENSG00000100577	ENSG00000127191	0.49	PPI	IAH
ENSG00000100577	ENSG00000100577	0.71	PPI	IAH
ENSG00000164438	ENSG00000179222	0.49	PPI	IAH
ENSG00000120149	ENSG00000164438	0.49	PPI	IAH
ENSG00000123154	ENSG00000164438	0.49	PPI	IAH
ENSG00000164438	ENSG00000165171	0.49	PPI	IAH
ENSG00000164438	ENSG00000257365	0.49	PPI	IAH
ENSG00000110777	ENSG00000164438	0.49	PPI	IAH
ENSG00000164438	ENSG00000169964	0.49	PPI	IAH
ENSG00000122145	ENSG00000164438	0.49	PPI	IAH
ENSG00000077420	ENSG00000164438	0.49	PPI	IAH
ENSG00000164438	ENSG00000197857	0.49	PPI	IAH
ENSG00000164438	ENSG00000174370	0.49	PPI	IAH
ENSG00000164438	ENSG00000169071	0.49	PPI	IAH
ENSG00000134954	ENSG00000164438	0.46	PPI	IAH
ENSG00000012779	ENSG00000257218	0.49	PPI	IAH
ENSG00000056972	ENSG00000275793	0.56	PPI	IAH
ENSG00000056972	ENSG00000086504	0.56	PPI	IAH
ENSG00000056972	ENSG00000115661	0.56	PPI	IAH
ENSG00000056972	ENSG00000087077	0.56	PPI	IAH
ENSG00000056972	ENSG00000175104	0.67	PPI	IAH
ENSG00000078596	ENSG00000142192	0.52	PPI	IAH
ENSG00000078596	ENSG00000106511	0.56	PPI	IAH
ENSG00000008256	ENSG00000171772	0.56	PPI	IAH
ENSG00000008256	ENSG00000147144	0.56	PPI	IAH
ENSG00000008256	ENSG00000142675	0.67	PPI	IAH
ENSG00000008256	ENSG00000147144	0.49	PPI	IAH
ENSG00000008256	ENSG00000132254	0.49	PPI	IAH
ENSG00000008256	ENSG00000142675	0.49	PPI	IAH
ENSG00000008256	ENSG00000074706	0.49	PPI	IAH
ENSG00000068976	ENSG00000131791	0.7	PPI	IAH
ENSG00000131791	ENSG00000157613	0.56	PPI	IAH
ENSG00000131791	ENSG00000162924	0.49	PPI	IAH
ENSG00000127191	ENSG00000131791	0.76	PPI	IAH
ENSG00000131791	ENSG00000158526	0.49	PPI	IAH
ENSG00000131791	ENSG00000272804	0.49	PPI	IAH
ENSG00000131467	ENSG00000131791	0.78	PPI	IAH
ENSG00000131791	ENSG00000254997	0.7	PPI	IAH
ENSG00000131791	ENSG00000239886	0.7	PPI	IAH
ENSG00000131791	ENSG00000181929	0.82	PPI	IAH
ENSG00000131791	ENSG00000143382	0.49	PPI	IAH
ENSG00000131791	ENSG00000131791	0.57	PPI	IAH
